user,comment
elizabethkasbaum,@clairekendalltaetz get ready for a crazy day of work
mikaylastrauss,@casey.gundy damn we missed it by a week
kayleek20,@dlunato12 @hillaryhester4
jaclyn.coatney,@laurenbushnell can we be bffs?
haileyy.brookeee,@taylorogle17 @grae.reed_ @emmareed29
alli.jayy,@melanieeegrace just missed her 😂
sarahhdeg,@taylorpestle she’s so cuteee
kristeneckhout,@alexanosek go meet her!!
hillary_brunner,@mia_martello @darlamartello you can meet Lauren Bushnell!
madisonmahoney_,@laurenbaylee
dabbskristen,@tonyaborders the day we are leaving 😭
amandagendece,@edwards_maggie I wish I could go
leeuhhwhit,@margaretkatiecooper I mean... we wouldn’t be far away 😂
emswan10,@essayyemm too bad we aren’t welcome back at that Walmart 😂😂😂
kirstinredfield,@corrie_wilkins8 wait.... hahaha
morgie797,@jennabeanie just missed her
kris10coogan,@aimeekai08 @sarahlowe1229 @meganupperman WE WERE JUST THERE!!!!!! DAMMIT!!!!
miranda.dover,@cdbrigman go meet her!!!!!!
kdip23,@chelseadell she loves Walmart
daniellerankin,@lpayne78 She’s coming to the beach!
hope.abigail,@jessicatwright can’t wait
_kodisuttonmason,@itsmekarsonp haha we left too early
kali_roberts,@bethdreiling road trip? 😉
alainagbarton,@kyliemulhern @_alijanssen damn few months late
amberlee1031,@destiny.pertuset I’m so mad !! This is the day we get down there but won’t be there at this time 😭😭😭😭
rachelawson,@haleigh_chapman let’s go meet her!
leahtmorris,@ktelizabetthh
ella.hutson,@adairblom
carlymascitti,@megan__myers
megan.bunder,@jordychap @lyndsi_chapman @cassbuckett @brightonchapman
jenpawlett,@the.emilyallison it comes in 100 too 😆
katie_naumoff,Definitely stop by @fireflypcb while you’re in town ❤️🍷
abbeytrella,@jhpope now how many trips have we taken to this damn Walmart before
courtneygfoster,Top? I have the pants but the boutique I bought them sold out of the top
erinnchris,@danielle14h might as well go meet another bachelor contestant!
jaclyn.coatney,@lacee_rudd @jaydealayna
cheftiff16,You’re so pretty! I wish I could come meet you but I don’t live in Florida 😭 I’m praying you’ll be with chris in Pittsburgh in August 8  I really wanna meet ya 🤞🤞🤞💜💜 @laurenbushnell
anniepapi,Your shirt! 😍😍
apetersen11,Yay on sunscreen! Nay on Walmart! America’s worst employer! Please don’t do business with Walmart! You’re too smart and caring for that!
jessica___lavender,Yo count me in
lizwingo,@rachelleslie swipe right. Do you see what I see😉
kristabethel,Ahhhh come to Destin!!! @laurenbushnell 💕
keanna.rozdeba,@calliebruins
kristinecanziani,@katelyn_cosson13
thechristinadix,Bring @iamchrislane and I’ll do your engagement pictures!!!! 🙌🙌🙌🙌😁
queenjleebear,Damn I used to live in Destin!
michward11,@laurenbushnell for someone on the road all the time (like me) you need pretty luggage 🤗 https://m.shop.nordstrom.com/s/ted-baker-london-medium-albany-27-inch-spinner-suitcase/4677141
kittyheartsxoxo,Im obsessed w that shirt where from!
kevinhastings3599,Gorgeous
jamesdieterle,🙏🙏🙏
aquarius2286,Horrible chemicals in these products. No thanks!
gabriellebaumgartner,What do you use to tint your eyebrows?
whitmurphy10,Hey u coming to Arkansas for your fiancés concert?!? @laurenbushnell
kathleenatron,SO PUMPED.
sugarbeachviceroy,We love this! Taking care of your skin in the sun is so important! 💚💚
brookscasillas,@janetjphipps omg let’s go
chelsea_cates7,@brittanynicolecates
linndsay1,@danielle_mendiola0113  why aren’t we there anymore 😭
azmattyd,@laurenbushnell #CaliforniaCool
lmveres82,Come to Jacksonville please!!! 🙌😍
gabbyoubre,"Ahh, wish you were coming here to Pensacola Beach, FL!!! Then I’ll be in Orange Beach the 4th of July weekend for my cousin’s bachelorette trip next week. @laurenbushnell definitely wear that sunscreen if going to the beach girl!"
jordiejackson90,@jojackso09
muir_kelsey,I was just there!! 😭😭
katiemseeger,@maggieaseeger
mrscalloway,Vacationing in PCB now. Would love to meet you!
shannon.pickar,Well darn! Was hoping you’d be at the mighty Howard county fair with Chris lane!
sandra_louise1,"@laurenbushnell, Hello.  Can u pls tag me again where you recommend what to do in Nashville?  So appreciate. 💕"
davistaphotography,Yeah so close to my home!
bluedolphin31,Wish I was closer definitely would love to meet you.
christina_m_smith,@annag_smith
lflesch04,Where is this shirt from?!?
tennisholl,What is the hydro boost good for? I’ve heard great things about the beach defense!
madison_meeker,we were literally just there @jimmorrissey42
jescieroberts14,Omg I work here!!! Im literally crying I’m so pumped
sydneyoff_,#WENEEDBIGBIGPLANS
reasonablelawyer,Are you letting people take selfies with you?
mackkenziejames,@dk.harv let’s go
eringraceg,Do you have recommendations for the best option that won’t wreck your spray tan!?
torri.davis,Yay!!! We just got here for our vacation! Can’t wait to see you!!! @aereiddam
dmitrey287,It's ok
jewels817,"100+ is the best ~ my face doesn't feel greasy at all, I love it!"
tbunte,@nbunte43 OMG why aren’t we there this week instead!
jmwood0516,I will be working in pcb I’ll have to stop by
j_nicole167,"Are you coming to Rogers, AR this week?"
btenorio6,@caitlinknox0511 @meleahbeth
garyjolly4519,Look. Amazing
whitetiahna,Dat RING THO!😩🔥👏♥️
mrs.kruzona,Where did you get the top?!! So cute 😍
michaelbruce34,🍺🍺🍺🍺
tayyoung24,I am so sad :( I just moved away from there a month ago :( and I LOVE watching you and Chris
rachelleerinken,@busher.11 see she won’t be in Cresco anyways:(
nikspruill,🔥🔥🔥
kfoster7,PLS TELL ME CHRIS IS COMING 😂😂😂🔥😍😩
mbrooks223,Darn I won’t be there until 9/21
brittanypbray,@829maryanne
alexisdartez,Wait like I just missed her @breauxbrennen_26
ravinderbrar85,So very gorgeous Lauren!
mikella_berryman,@sarah_gillham
sarah_calloway,Yay!! I will be there on vacation already so what a coincidence.
brrookee20,Omg this is not happening 👏🏻👏🏻 I live 20mins from here
_mackenziehowell,@_autumnsowell you better go for us bothhhhhhhh
gavinsilver,How much lower can you sink after announcing an appearance at a Panama City Walmart? Like what’s next?
mbwithers,♥️♥️♥️
jennespomsp,"So true! Shower, exfoliate, shave, spf 50 always and spray tan @pbtofficial 😘"
ashmaduf,@licialynn19
kbreeexxxx,@keciam3  WE HAVE TO GO
sahana.acharya,Where are your jeans from?! So cute!
katieand95,Come to @walmart in New Orleans 😭😭😭
d__murphy09,@_4dak remembers that Walmart well!
hannah.g13_,UGH YOU ARE GOALS
tierra2944,I was just there last week 😢😢
jordan_mccool,@shan_mccool
sarahhmapes,come to maryland 💕💕
caitlingracechason,@morganbryan2 omg 😮
kinseyshea,So cute girl
formerflygirl89,"I use their baby sunscreen for my 21 month old, and so far not one sunburn! She has sensitive skin so last summer I tried different types... but I then I found theirs! I just ran out! 😧 It’s spray on (so easy), light (non sticky or white residue) and it smells fantastic! 👌"
karipotz23,Come to the Mall of America in Minneapolis MN please @laurenbushnell
koshea170,🤗🤗🤗🤗👌👌👌👌
gamerfanboy33,Very cool! Where is your top from? So cute.
morganaweaver,@taylor_weaver
kyliecallander,Such a babe!! 😍
bridget,oh i’ll come w u
bridget,i love this angel
12elena2.0,@somertime7
azmattyd,@neutrogena #BrandAwareness 🏆
aut_white,@lauren_n_green !!
meganelise91,That is literally the worst Walmart ever. Good luck 😩
megan_mc9,@kylee_james
cass_russ,@nridgeway14 sorry we have to
jennalyn526,So close to meeeee!!! Hoping to make it!
mojomcq,Sunscreen...to keep your beautiful skin that way! I've been using Neutrogena  including facial sunscreen for many years...great products .
alyssagov1218,@laurenbushnell we need to know when @iamchrislane is going to release that beautiful song!
kiiittykate,Literally gonna drive from Tampa to come see you! I love the neutrogena sheer mist. My absolute fav. And gives you a nice glow.
hallssd,@laurenbushnell Do you ever get to Northern Ca??
heatherhebb,Talk about some good people watching!! PCB Walmart!!! 👀 s
danielltigre,Cute
taylor.davidson,Where is your top from?! 😍
tmarx16,@bre.marx omg I’m going
carlmontgomery1730,You are gorgeous
superpennie30,Super cute picture of u😊😊💗
jessmart92,@dearabbylayne
mollyreich,Where is that top from? 💕
oficialalailton,😚😍😚😍😚😍
afterhourswithamanda,How fun!! 🙌🏻 and congrats girl! 😘
ashlynmartin6041,You are so beautiful
mikayla_anderson012919,Oh my goodness it would be a dream come true to meet you!! Wish I didn't live all the way in NC😭😭
josephine.v.h,So cute😍 enjoy the evening 💗
_miss_x,@misocute2  go meet her.
chelssss155,Where did you get your shirt???
dludwdk,I use Neutrogena 70 I love it!
wildlittlemoon,So cute! 😍✨
ashlynduffin,@_alexandra_herrera oh my goodness??!? On hazels birthday?! I’m so sad 😭
daniellerbrewer,Love your top babes! 😍
boandco.clothing,"Excited for the new Spiderman movie? Grab your cool spiderman inspired shirts, a perfect outfit for summer! On SALE now! 🕷"
